conference,team,tm_link,year
WAC,Boise State,boise-state,2006.0
Big Ten,Purdue,purdue,2006.0
A-10,Rhode Island,rhode-island,2006.0
WCC,San Francisco,san-francisco,2006.0
Big East,South Florida,south-florida,2006.0
MAC (East),Buffalo,buffalo,2006.0
Horizon,Loyola (IL),loyola-il,2006.0
MVC,Illinois State,illinois-state,2006.0
WCC,Santa Clara,santa-clara,2006.0
AEC,Albany (NY),albany-ny,2006.0
Big West,Long Beach State,long-beach-state,2006.0
Big Sky,Eastern Washington,eastern-washington,2006.0
MVC,Indiana State,indiana-state,2006.0
CUSA,Southern Methodist,southern-methodist,2006.0
Sun Belt (West),Denver,denver,2006.0
Sun Belt (West),Louisiana-Lafayette,louisiana-lafayette,2006.0
Big Sky,Northern Arizona,northern-arizona,2006.0
Horizon,Illinois-Chicago,illinois-chicago,2006.0
Big Sky,Sacramento State,sacramento-state,2006.0
MAAC,Saint Peter's,saint-peters,2006.0
Sun Belt (East),Middle Tennessee,middle-tennessee,2006.0
OVC,Samford,samford,2006.0
Big West,California-Santa Barbara,california-santa-barbara,2006.0
MVC,Evansville,evansville,2006.0
NEC,Central Connecticut State,central-connecticut-state,2006.0
Big West,Cal State Fullerton,cal-state-fullerton,2006.0
CUSA,Central Florida,central-florida,2006.0
Sun Belt (West),Troy,troy,2006.0
Horizon,Detroit Mercy,detroit-mercy,2006.0
Big Sky,Portland State,portland-state,2006.0
Mid-Cont,Valparaiso,valparaiso,2006.0
Southland,Southeastern Louisiana,southeastern-louisiana,2006.0
NEC,Monmouth,monmouth,2006.0
Mid-Cont,IUPUI,iupui,2006.0
WCC,Pepperdine,pepperdine,2006.0
Southern (South),Georgia Southern,georgia-southern,2006.0
NEC,Fairleigh Dickinson,fairleigh-dickinson,2006.0
WAC,San Jose State,san-jose-state,2006.0
Southland,Sam Houston State,sam-houston-state,2006.0
Southland,Lamar,lamar,2006.0
MAAC,Niagara,niagara,2006.0
MAC (West),Ball State,ball-state,2006.0
A-Sun,Belmont,belmont,2006.0
Horizon,Wright State,wright-state,2006.0
Southland,Stephen F. Austin,stephen-f-austin,2006.0
Horizon,Green Bay,green-bay,2006.0
Southland,Texas-Arlington,texas-arlington,2006.0
WCC,Portland,portland,2006.0
Patriot,Lehigh,lehigh,2006.0
CUSA,Rice,rice,2006.0
Sun Belt (West),North Texas,north-texas,2006.0
MWC,Texas Christian,texas-christian,2006.0
Southern (South),College of Charleston,college-of-charleston,2006.0
MAAC,Loyola (MD),loyola-md,2006.0
AEC,Vermont,vermont,2006.0
AEC,Boston University,boston-university,2006.0
Big Sky,Idaho State,idaho-state,2006.0
Big Sky,Montana State,montana-state,2006.0
CUSA,Tulsa,tulsa,2006.0
Sun Belt (East),Arkansas-Little Rock,arkansas-little-rock,2006.0
AEC,Binghamton,binghamton,2006.0
A-Sun,Lipscomb,lipscomb,2006.0
CUSA,Marshall,marshall,2006.0
A-10,Richmond,richmond,2006.0
CAA,Delaware,delaware,2006.0
CUSA,Tulane,tulane,2006.0
OVC,Tennessee Tech,tennessee-tech,2006.0
Sun Belt (East),Arkansas State,arkansas-state,2006.0
CAA,Georgia State,georgia-state,2006.0
MAC (West),Western Michigan,western-michigan,2006.0
CAA,William & Mary,william-mary,2006.0
OVC,Austin Peay,austin-peay,2006.0
A-10,St. Bonaventure,st-bonaventure,2006.0
Southland,Texas-San Antonio,texas-san-antonio,2006.0
Big South,Coastal Carolina,coastal-carolina,2006.0
Big South,Birmingham-Southern,birmingham-southern,2006.0
OVC,Jacksonville State,jacksonville-state,2006.0
OVC,Tennessee State,tennessee-state,2006.0
SWAC,Southern,southern,2006.0
Big West,Cal Poly,cal-poly,2006.0
MAAC,Canisius,canisius,2006.0
MEAC,Delaware State,delaware-state,2006.0
Big Sky,Weber State,weber-state,2006.0
MAAC,Fairfield,fairfield,2006.0
Sun Belt (West),New Orleans,new-orleans,2006.0
Southland,McNeese State,mcneese-state,2006.0
Ivy,Cornell,cornell,2006.0
MAAC,Rider,rider,2006.0
AEC,Hartford,hartford,2006.0
Ivy,Princeton,princeton,2006.0
Mid-Cont,Chicago State,chicago-state,2006.0
A-Sun,East Tennessee State,east-tennessee-state,2006.0
Ivy,Yale,yale,2006.0
MAC (West),Eastern Michigan,eastern-michigan,2006.0
Ivy,Harvard,harvard,2006.0
NEC,Wagner,wagner,2006.0
NEC,Mount St. Mary's,mount-st-marys,2006.0
Southern (North),Elon,elon,2006.0
Southern (North),Chattanooga,chattanooga,2006.0
Southern (South),Furman,furman,2006.0
Mid-Cont,Southern Utah,southern-utah,2006.0
Horizon,Youngstown State,youngstown-state,2006.0
Southern (North),Appalachian State,appalachian-state,2006.0
CAA,Towson,towson,2006.0
Big South,Radford,radford,2006.0
CUSA,East Carolina,east-carolina,2006.0
OVC,Tennessee-Martin,tennessee-martin,2006.0
NEC,Sacred Heart,sacred-heart,2006.0
MAC (East),Bowling Green State,bowling-green-state,2006.0
CUSA,Southern Mississippi,southern-mississippi,2006.0
Southern (South),Wofford,wofford,2006.0
NEC,Robert Morris,robert-morris,2006.0
NEC,Quinnipiac,quinnipiac,2006.0
Horizon,Cleveland State,cleveland-state,2006.0
Big South,High Point,high-point,2006.0
Southern (North),Western Carolina,western-carolina,2006.0
NEC,St. Francis (NY),st-francis-ny,2006.0
AEC,Maryland-Baltimore County,maryland-baltimore-county,2006.0
Patriot,American,american,2006.0
Big West,Cal State Northridge,cal-state-northridge,2006.0
OVC,Eastern Kentucky,eastern-kentucky,2006.0
Mid-Cont,Oakland,oakland,2006.0
SWAC,Alabama A&M,alabama-am,2006.0
Sun Belt (East),Florida International,florida-international,2006.0
Mid-Cont,Missouri-Kansas City,missouri-kansas-city,2006.0
A-Sun,Florida Atlantic,florida-atlantic,2006.0
MEAC,Hampton,hampton,2006.0
AEC,New Hampshire,new-hampshire,2006.0
A-10,Duquesne,duquesne,2006.0
WAC,Idaho,idaho,2006.0
NEC,Long Island University,long-island-university,2006.0
Southland,Louisiana-Monroe,louisiana-monroe,2006.0
A-Sun,Gardner-Webb,gardner-webb,2006.0
Southern (North),North Carolina-Greensboro,north-carolina-greensboro,2006.0
Big South,Charleston Southern,charleston-southern,2006.0
Patriot,Colgate,colgate,2006.0
MEAC,Coppin State,coppin-state,2006.0
SWAC,Jackson State,jackson-state,2006.0
Ivy,Columbia,columbia,2006.0
Ind,IPFW,ipfw,2006.0
Ivy,Brown,brown,2006.0
Patriot,Lafayette,lafayette,2006.0
MEAC,Norfolk State,norfolk-state,2006.0
A-Sun,Stetson,stetson,2006.0
Mid-Cont,Western Illinois,western-illinois,2006.0
MEAC,South Carolina State,south-carolina-state,2006.0
A-Sun,Campbell,campbell,2006.0
MAC (West),Central Michigan,central-michigan,2006.0
SWAC,Arkansas-Pine Bluff,arkansas-pine-bluff,2006.0
Patriot,Navy,navy,2006.0
Ivy,Dartmouth,dartmouth,2006.0
CAA,James Madison,james-madison,2006.0
SWAC,Alabama State,alabama-state,2006.0
AEC,Maine,maine,2006.0
MEAC,Florida A&M,florida-am,2006.0
MEAC,Bethune-Cookman,bethune-cookman,2006.0
AEC,Stony Brook,stony-brook,2006.0
Big West,California-Riverside,california-riverside,2006.0
OVC,Southeast Missouri State,southeast-missouri-state,2006.0
Big South,North Carolina-Asheville,north-carolina-asheville,2006.0
SWAC,Grambling,grambling,2006.0
OVC,Eastern Illinois,eastern-illinois,2006.0
Southland,Nicholls State,nicholls-state,2006.0
Southland,Texas State,texas-state,2006.0
SWAC,Alcorn State,alcorn-state,2006.0
Mid-Cont,Centenary (LA),centenary-la,2006.0
MEAC,Howard,howard,2006.0
Big South,Virginia Military Institute,virginia-military-institute,2006.0
NEC,Saint Francis (PA),saint-francis-pa,2006.0
Ind,Texas-Pan American,texas-pan-american,2006.0
SWAC,Mississippi Valley State,mississippi-valley-state,2006.0
Big South,Liberty,liberty,2006.0
SWAC,Texas Southern,texas-southern,2006.0
MEAC,North Carolina A&T,north-carolina-at,2006.0
A-Sun,Mercer,mercer,2006.0
A-Sun,Jacksonville,jacksonville,2006.0
Patriot,Army,army,2006.0
OVC,Morehead State,morehead-state,2006.0
MEAC,Maryland-Eastern Shore,maryland-eastern-shore,2006.0
Southern (South),Citadel,citadel,2006.0
SWAC,Prairie View,prairie-view,2006.0
MEAC,Morgan State,morgan-state,2006.0
Ind,Savannah State,savannah-state,2006.0
ACC,North Carolina,north-carolina,2007.0
SEC (East),Florida,florida,2007.0
Big 12,Kansas,kansas,2007.0
Big Ten,Ohio State,ohio-state,2007.0
Big 12,Texas A&M,texas-am,2007.0
Pac-10,UCLA,ucla,2007.0
CUSA,Memphis,memphis,2007.0
Big East,Georgetown,georgetown,2007.0
Big Ten,Wisconsin,wisconsin,2007.0
ACC,Maryland,maryland,2007.0
ACC,Duke,duke,2007.0
ACC,Georgia Tech,georgia-tech,2007.0
SEC (East),Kentucky,kentucky,2007.0
Big East,Pittsburgh,pittsburgh,2007.0
Big East,Notre Dame,notre-dame,2007.0
Big Ten,Indiana,indiana,2007.0
Big Ten,Michigan State,michigan-state,2007.0
Pac-10,Arizona,arizona,2007.0
Big East,Villanova,villanova,2007.0
Big East,Louisville,louisville,2007.0
Pac-10,Oregon,oregon,2007.0
Big 12,Texas,texas,2007.0
ACC,Clemson,clemson,2007.0
SEC (West),Mississippi State,mississippi-state,2007.0
MWC,Air Force,air-force,2007.0
SEC (East),Tennessee,tennessee,2007.0
Big Ten,Purdue,purdue,2007.0
Big East,West Virginia,west-virginia,2007.0
ACC,Virginia Tech,virginia-tech,2007.0
Horizon,Butler,butler,2007.0
Big Ten,Illinois,illinois,2007.0
A-10,Xavier,xavier,2007.0
ACC,Florida State,florida-state,2007.0
Big East,Marquette,marquette,2007.0
Big East,Syracuse,syracuse,2007.0
MVC,Missouri State,missouri-state,2007.0
Pac-10,Southern California,southern-california,2007.0
SEC (West),Arkansas,arkansas,2007.0
ACC,Boston College,boston-college,2007.0
MVC,Southern Illinois,southern-illinois,2007.0
SEC (East),Georgia,georgia,2007.0
Pac-10,Washington State,washington-state,2007.0
Big East,Connecticut,connecticut,2007.0
Big 12,Oklahoma,oklahoma,2007.0
MWC,Nevada-Las Vegas,nevada-las-vegas,2007.0
ACC,Virginia,virginia,2007.0
SEC (East),Vanderbilt,vanderbilt,2007.0
SEC (West),Louisiana State,louisiana-state,2007.0
MVC,Creighton,creighton,2007.0
Big East,DePaul,depaul,2007.0
WCC,Gonzaga,gonzaga,2007.0
MWC,Brigham Young,brigham-young,2007.0
Pac-10,Stanford,stanford,2007.0
MAC (East),Akron,akron,2007.0
MVC,Bradley,bradley,2007.0
SEC (West),Alabama,alabama,2007.0
Big 12,Missouri,missouri,2007.0
Big Ten,Michigan,michigan,2007.0
WAC,Nevada,nevada,2007.0
Big 12,Kansas State,kansas-state,2007.0
MVC,Wichita State,wichita-state,2007.0
Pac-10,Washington,washington,2007.0
SEC (West),Mississippi,mississippi,2007.0
Big East,Providence,providence,2007.0
Big 12,Texas Tech,texas-tech,2007.0
Big 12,Oklahoma State,oklahoma-state,2007.0
CAA,Virginia Commonwealth,virginia-commonwealth,2007.0
A-10,Massachusetts,massachusetts,2007.0
Big South,Winthrop,winthrop,2007.0
Big Ten,Iowa,iowa,2007.0
Pac-10,California,california,2007.0
ACC,North Carolina State,north-carolina-state,2007.0
Southern (South),Davidson,davidson,2007.0
MVC,Northern Iowa,northern-iowa,2007.0
CAA,Old Dominion,old-dominion,2007.0
MWC,San Diego State,san-diego-state,2007.0
WAC,Hawaii,hawaii,2007.0
Big 12,Nebraska,nebraska,2007.0
SEC (West),Auburn,auburn,2007.0
WCC,Santa Clara,santa-clara,2007.0
ACC,Wake Forest,wake-forest,2007.0
Big East,Seton Hall,seton-hall,2007.0
CUSA,Houston,houston,2007.0
MVC,Illinois State,illinois-state,2007.0
A-10,George Washington,george-washington,2007.0
ACC,Miami (FL),miami-fl,2007.0
CAA,Drexel,drexel,2007.0
Big 12,Baylor,baylor,2007.0
MAC (East),Kent State,kent-state,2007.0
MVC,Evansville,evansville,2007.0
A-10,Saint Joseph's,saint-josephs,2007.0
WAC,New Mexico State,new-mexico-state,2007.0
Big Ten,Northwestern,northwestern,2007.0
MAC (East),Miami (OH),miami-oh,2007.0
CUSA,Central Florida,central-florida,2007.0
Southern (North),Appalachian State,appalachian-state,2007.0
Mid-Cont,Oral Roberts,oral-roberts,2007.0
Big East,St. John's (NY),st-johns-ny,2007.0
WAC,Fresno State,fresno-state,2007.0
CUSA,Tulsa,tulsa,2007.0
Horizon,Loyola (IL),loyola-il,2007.0
CUSA,Texas-El Paso,texas-el-paso,2007.0
WCC,Saint Mary's (CA),saint-marys-ca,2007.0
CAA,George Mason,george-mason,2007.0
Ivy,Pennsylvania,pennsylvania,2007.0
MWC,Colorado State,colorado-state,2007.0
CUSA,Alabama-Birmingham,alabama-birmingham,2007.0
Big East,Cincinnati,cincinnati,2007.0
WAC,Utah State,utah-state,2007.0
SEC (East),South Carolina,south-carolina,2007.0
MVC,Drake,drake,2007.0
CUSA,Southern Mississippi,southern-mississippi,2007.0
Patriot,Holy Cross,holy-cross,2007.0
Pac-10,Arizona State,arizona-state,2007.0
Big Ten,Penn State,penn-state,2007.0
MWC,New Mexico,new-mexico,2007.0
A-10,Saint Louis,saint-louis,2007.0
Southland (West),Texas A&M-Corpus Christi,texas-am-corpus-christi,2007.0
WAC,Boise State,boise-state,2007.0
A-10,Temple,temple,2007.0
Patriot,Bucknell,bucknell,2007.0
A-10,Dayton,dayton,2007.0
MAC (West),Toledo,toledo,2007.0
CAA,Hofstra,hofstra,2007.0
Big East,South Florida,south-florida,2007.0
MAC (East),Ohio,ohio,2007.0
MWC,Wyoming,wyoming,2007.0
Big West,Long Beach State,long-beach-state,2007.0
MVC,Indiana State,indiana-state,2007.0
MAC (West),Western Michigan,western-michigan,2007.0
MWC,Utah,utah,2007.0
Horizon,Wright State,wright-state,2007.0
Big 12,Iowa State,iowa-state,2007.0
MAAC,Marist,marist,2007.0
A-10,Rhode Island,rhode-island,2007.0
A-10,Fordham,fordham,2007.0
Sun Belt (East),Western Kentucky,western-kentucky,2007.0
Big Ten,Minnesota,minnesota,2007.0
Southern (South),College of Charleston,college-of-charleston,2007.0
CUSA,Tulane,tulane,2007.0
Mid-Cont,Oakland,oakland,2007.0
AEC,Vermont,vermont,2007.0
A-10,Charlotte,charlotte,2007.0
A-Sun,Belmont,belmont,2007.0
CUSA,Southern Methodist,southern-methodist,2007.0
Horizon,Illinois-Chicago,illinois-chicago,2007.0
Horizon,Green Bay,green-bay,2007.0
Pac-10,Oregon State,oregon-state,2007.0
Big West,California-Santa Barbara,california-santa-barbara,2007.0
Southland (West),Sam Houston State,sam-houston-state,2007.0
MAAC,Siena,siena,2007.0
CAA,Towson,towson,2007.0
Mid-Cont,Valparaiso,valparaiso,2007.0
WCC,San Francisco,san-francisco,2007.0
Big South,High Point,high-point,2007.0
MWC,Texas Christian,texas-christian,2007.0
AEC,Albany (NY),albany-ny,2007.0
WCC,San Diego,san-diego,2007.0
CUSA,Rice,rice,2007.0
CUSA,Marshall,marshall,2007.0
Big West,Cal State Fullerton,cal-state-fullerton,2007.0
Horizon,Detroit Mercy,detroit-mercy,2007.0
Sun Belt (East),South Alabama,south-alabama,2007.0
Big East,Rutgers,rutgers,2007.0
Big West,Cal Poly,cal-poly,2007.0
A-Sun,East Tennessee State,east-tennessee-state,2007.0
A-Sun,Lipscomb,lipscomb,2007.0
OVC,Tennessee Tech,tennessee-tech,2007.0
Patriot,American,american,2007.0
Southern (North),North Carolina-Greensboro,north-carolina-greensboro,2007.0
Horizon,Youngstown State,youngstown-state,2007.0
Sun Belt (West),North Texas,north-texas,2007.0
Big Sky,Northern Arizona,northern-arizona,2007.0
MAAC,Niagara,niagara,2007.0
OVC,Austin Peay,austin-peay,2007.0
Southland (East),Northwestern State,northwestern-state,2007.0
NEC,Central Connecticut State,central-connecticut-state,2007.0
Mid-Cont,IUPUI,iupui,2007.0
Big West,California-Irvine,california-irvine,2007.0
MAAC,Loyola (MD),loyola-md,2007.0
CAA,William & Mary,william-mary,2007.0
Ivy,Yale,yale,2007.0
MAC (East),Buffalo,buffalo,2007.0
CAA,Northeastern,northeastern,2007.0
Big Sky,Weber State,weber-state,2007.0
Big 12,Colorado,colorado,2007.0
Big Sky,Eastern Washington,eastern-washington,2007.0
OVC,Eastern Kentucky,eastern-kentucky,2007.0
Big Sky,Idaho State,idaho-state,2007.0
Mid-Cont,Southern Utah,southern-utah,2007.0
NEC,Sacred Heart,sacred-heart,2007.0
MAC (West),Ball State,ball-state,2007.0
MAAC,Fairfield,fairfield,2007.0
AEC,Boston University,boston-university,2007.0
Ivy,Cornell,cornell,2007.0
WAC,Louisiana Tech,louisiana-tech,2007.0
Southern (South),Furman,furman,2007.0
Big West,Pacific,pacific,2007.0
Horizon,Milwaukee,milwaukee,2007.0
MAC (West),Central Michigan,central-michigan,2007.0
Big Sky,Montana,montana,2007.0
MAC (East),Bowling Green State,bowling-green-state,2007.0
Southland (West),Stephen F. Austin,stephen-f-austin,2007.0
NEC,Robert Morris,robert-morris,2007.0
A-10,La Salle,la-salle,2007.0
A-10,Duquesne,duquesne,2007.0
WCC,Loyola Marymount,loyola-marymount,2007.0
WCC,Pepperdine,pepperdine,2007.0
Sun Belt (East),Middle Tennessee,middle-tennessee,2007.0
Southern (North),Chattanooga,chattanooga,2007.0
Big Sky,Portland State,portland-state,2007.0
Big West,Cal State Northridge,cal-state-northridge,2007.0
Big South,Liberty,liberty,2007.0
Mid-Cont,Missouri-Kansas City,missouri-kansas-city,2007.0
Ivy,Columbia,columbia,2007.0
CAA,North Carolina-Wilmington,north-carolina-wilmington,2007.0
Sun Belt (West),Arkansas State,arkansas-state,2007.0
Ind,Chicago State,chicago-state,2007.0
Horizon,Cleveland State,cleveland-state,2007.0
OVC,Murray State,murray-state,2007.0
MAC (West),Northern Illinois,northern-illinois,2007.0
MEAC,Delaware State,delaware-state,2007.0
OVC,Samford,samford,2007.0
MAC (West),Eastern Michigan,eastern-michigan,2007.0
Southern (South),Georgia Southern,georgia-southern,2007.0
Ivy,Brown,brown,2007.0
Big South,Coastal Carolina,coastal-carolina,2007.0
WAC,San Jose State,san-jose-state,2007.0
A-10,Richmond,richmond,2007.0
Patriot,Navy,navy,2007.0
Patriot,Lehigh,lehigh,2007.0
Sun Belt (West),New Orleans,new-orleans,2007.0
Southland (East),Lamar,lamar,2007.0
AEC,Binghamton,binghamton,2007.0
MAAC,Manhattan,manhattan,2007.0
CAA,Georgia State,georgia-state,2007.0
MAAC,Canisius,canisius,2007.0
MAAC,Rider,rider,2007.0
Sun Belt (East),Troy,troy,2007.0
Ivy,Princeton,princeton,2007.0
WCC,Portland,portland,2007.0
Big South,Virginia Military Institute,virginia-military-institute,2007.0
AEC,Hartford,hartford,2007.0
NEC,Mount St. Mary's,mount-st-marys,2007.0
Southland (East),Southeastern Louisiana,southeastern-louisiana,2007.0
A-Sun,Jacksonville,jacksonville,2007.0
Big South,North Carolina-Asheville,north-carolina-asheville,2007.0
NEC,Monmouth,monmouth,2007.0
Patriot,Army,army,2007.0
Mid-Cont,Centenary (LA),centenary-la,2007.0
Ind,Texas-Pan American,texas-pan-american,2007.0
NEC,Quinnipiac,quinnipiac,2007.0
Southern (North),Western Carolina,western-carolina,2007.0
AEC,Maryland-Baltimore County,maryland-baltimore-county,2007.0
Southern (South),Wofford,wofford,2007.0
Sun Belt (West),Louisiana-Monroe,louisiana-monroe,2007.0
Ivy,Harvard,harvard,2007.0
NEC,Fairleigh Dickinson,fairleigh-dickinson,2007.0
MEAC,Florida A&M,florida-am,2007.0
Sun Belt (West),Arkansas-Little Rock,arkansas-little-rock,2007.0
MEAC,Hampton,hampton,2007.0
OVC,Morehead State,morehead-state,2007.0
CAA,James Madison,james-madison,2007.0
Sun Belt (East),Florida Atlantic,florida-atlantic,2007.0
Patriot,Colgate,colgate,2007.0
AEC,Stony Brook,stony-brook,2007.0
CUSA,East Carolina,east-carolina,2007.0
Ind,IPFW,ipfw,2007.0
AEC,Maine,maine,2007.0
A-Sun,Campbell,campbell,2007.0
Sun Belt (West),Louisiana-Lafayette,louisiana-lafayette,2007.0
Southern (North),Elon,elon,2007.0
Southland (East),McNeese State,mcneese-state,2007.0
CAA,Delaware,delaware,2007.0
NEC,St. Francis (NY),st-francis-ny,2007.0
Big South,Radford,radford,2007.0
MEAC,North Carolina A&T,north-carolina-at,2007.0
Big Sky,Montana State,montana-state,2007.0
OVC,Tennessee State,tennessee-state,2007.0
Southland (West),Texas-Arlington,texas-arlington,2007.0
MEAC,Morgan State,morgan-state,2007.0
SWAC,Jackson State,jackson-state,2007.0
AEC,New Hampshire,new-hampshire,2007.0
Southland (East),Nicholls State,nicholls-state,2007.0
NEC,Wagner,wagner,2007.0
A-10,St. Bonaventure,st-bonaventure,2007.0
WAC,Idaho,idaho,2007.0
MEAC,South Carolina State,south-carolina-state,2007.0
OVC,Jacksonville State,jacksonville-state,2007.0
Sun Belt (East),Florida International,florida-international,2007.0
OVC,Eastern Illinois,eastern-illinois,2007.0
Ivy,Dartmouth,dartmouth,2007.0
A-Sun,Gardner-Webb,gardner-webb,2007.0
A-Sun,Mercer,mercer,2007.0
SWAC,Mississippi Valley State,mississippi-valley-state,2007.0
NEC,Saint Francis (PA),saint-francis-pa,2007.0
OVC,Southeast Missouri State,southeast-missouri-state,2007.0
MAAC,Saint Peter's,saint-peters,2007.0
NEC,Long Island University,long-island-university,2007.0
A-Sun,Stetson,stetson,2007.0
OVC,Tennessee-Martin,tennessee-martin,2007.0
Patriot,Lafayette,lafayette,2007.0
Big Sky,Sacramento State,sacramento-state,2007.0
Southern (South),Citadel,citadel,2007.0
Mid-Cont,Western Illinois,western-illinois,2007.0
Big South,Charleston Southern,charleston-southern,2007.0
Big West,California-Riverside,california-riverside,2007.0
MEAC,Coppin State,coppin-state,2007.0
MAAC,Iona,iona,2007.0
Southland (West),Texas-San Antonio,texas-san-antonio,2007.0
Ind,Savannah State,savannah-state,2007.0
MEAC,Norfolk State,norfolk-state,2007.0
SWAC,Arkansas-Pine Bluff,arkansas-pine-bluff,2007.0
Southland (West),Texas State,texas-state,2007.0
SWAC,Southern,southern,2007.0
MEAC,Howard,howard,2007.0
SWAC,Alabama State,alabama-state,2007.0
Sun Belt (West),Denver,denver,2007.0
SWAC,Texas Southern,texas-southern,2007.0
SWAC,Grambling,grambling,2007.0
MEAC,Bethune-Cookman,bethune-cookman,2007.0
SWAC,Alcorn State,alcorn-state,2007.0
